chunk_text,filename,source_url,document_type,opmp_number,revision,procedure_title,imp_number
"as a Mandatory Class 1 CO is identified by Engineering to introduce an urgent change on production engines , an Engineering Red Flag ( RFN ) should be raised against the affected parts to limit inventory and ensure control of configuration .  ESA Approval COs Status of ESA parts must be monitored as they can prevent engine shipment . Depending on the ESA type ( refer to CPW 135 ) , some or all of the following deliverables are required to change the status of an ESA part from `` Designated '' to `` Approved '' : 1 . ESA process submitted to manufacture the part is `` Approved '' ( if applicable ) ; 2 . Part has been received with a CofC confirming source and ESA process number ( if applicable ) ; 3 . Substantiation is completed and DVPM approved . Following Engine Certification , Engineering completes all DVPMs , close DPs and issue COs to change the status of all ESA parts from `` Designated '' to `` Approved '' . ESA status are changed using Class 1 Industrialization - COs for critical parts and via class 2 COs for non-critical parts . From that point on , any new CO affecting an ESA part is tracked carefully to ensure approval prior engine ship .  Shipment Restricted COs After Engine Certification , any CO with pending substantiation are issued with Shipment Restriction . Tracking of actions required to lift the Shipment Restriction is critical to avoid any impact on the entry into production . A list of all active Mandatory revision letters , COs , Engineering RFNs and LNs shall be presented at the PMT on a weekly basis to ensure target dates are respected and escalate any slips as per Program 's commitments ( refer to OPMP 5.10 for CO Tracking List template ) . This list can also help determine the need for risk hardware and document any upcoming OEUP and / or Return Engine activities ( see next section for more details ) . Note : Please refer to OPMP 5.10 Change Order Incorporation Management for more details . 14.5 Production Hardware Management OPM is responsible to ensure that all the necessary hardware is available for first engine build , as per the Program Operations Level 1 & 2 Plan . Considering that the Integrated Material Flow ( IMF ) group only tracks part deliveries approximatively two ( 2 ) months prior engine build , the OPM Planner provides earlier visibility using the Supply Chain Action Required tool ( SCAR ) . This tool essentially shows if POs are placed on time and if parts deliveries are on track . In case of RFNs , LNs and mandatory COs , the impacted parts are integrated in the tool to ensure full visibility on production configuration . Any delivery issue that could affect entry into production is escalated and a recovery plan developed in conjunction with Supply Management , Manufacturing sites and Engineering . In the situation where a Mandatory CO release jeopardize hardware",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
". In case of RFNs , LNs and mandatory COs , the impacted parts are integrated in the tool to ensure full visibility on production configuration . Any delivery issue that could affect entry into production is escalated and a recovery plan developed in conjunction with Supply Management , Manufacturing sites and Engineering . In the situation where a Mandatory CO release jeopardize hardware availability , OPM can decide to order risk hardware ( see Table 1 below for guidelines ) . Monitoring of CO release is critical to avoid any hardware delivery in experimental . In rare situations , when no recovery plan is possible , delaying the first engines deliveries or moving ahead with pre-production engines ( refer to section 16 for details ) must be discussed at the PMT and decision taken . Note : Please refer to OPMP 4.11 Production Hardware Management for more details Industrialization - Table 1 : Risk hardware criteria and actions Prior Engine Certification Post Engine Certification 1 . Unable to release production intent BS or the follow-on mandatory COs on time considering affected hardware LT 2 . Unique LLT ( Finished Parts or details ) : Advanced Refer to OPMP 5.10 decision tree Criteria released drawings are available or standard part definition already exists ( Industry standard parts , raw material , etc . ) 3 . Risk acceptable for Operations Order unique LLT Finished Parts , raw material & USM Refer to OPMP 5.10 decision tree Actions details 14.6 Manufacturing Approval Manufacturing Approval ( MA ) is Engine Centre ’ s first article inspection using a production engine to verify that all production processes , documentation , tooling and personnel are capable of producing engines that meet production requirements as per Transport Canada . In the Program Operations Level 1 & 2 Plan , Manufacturing Approval IPTs start typically 4 months prior first engines build to allow sufficient time to perform all required activities . The OPE / OPA has a key role in coordinating all organizations involved in order to achieve completion of activities per the committed date . In the situation where the date of completion of the MA activities can not meet customer requirements , the OPE / OPA shall escalate and seek resolution with the help of the PMT . When no recovery plan is possible , delaying the first engines deliveries or moving ahead with pre-production engines ( refer to next section for details ) must be discussed at the PMT and a decision taken . Note : Please refer to OPMP 3.1 Coordinate Manufacturing Approval for details . 15.0 Delivery of Pre-Production Engines Pre-Production engines ( also known as X-engines or Prototype engines ) are engines that are built in the production environment but shipped to customer prior Manufacturing Approval ( MA ) or POA under EASA ( for simplicity we will only refer to MA ) . These engines need to be downgraded prior shipment and they will be upgraded later only once the MA is granted . The decision to ship Pre-Production engines lies",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
"engines ) are engines that are built in the production environment but shipped to customer prior Manufacturing Approval ( MA ) or POA under EASA ( for simplicity we will only refer to MA ) . These engines need to be downgraded prior shipment and they will be upgraded later only once the MA is granted . The decision to ship Pre-Production engines lies with the PMT . Marketing communicates the Customer ’ s engine requirements . Engineering determines when they can substantiate production hardware and receive Transport Industrialization - Canada approval for the new program . OPM determines if production pedigree hardware can be received in time to attain Manufacturing Approval ( MA ) as per customer requirement . If production hardware is unavailable and the customer requirement can not be postponed , then engines can only be delivered as Pre-Production engines . Note 1 : Please refer to OPMWI 3.11.6 Manage Pre-Production Engines for details Note 2 : EBU or Nacelle requirements are separate from the engine and therefore have no bearing on the engine 's production status . 15.1 Program Downgrade An engine program that does not have MA requires a program downgrade in order to ship engines . Moreover , if production standard hardware can not be procured in time for the engines and unsubstantiated hardware can be used , additional downgrade documentation is needed . Refer to Table 2 for details . Based on customer engine need dates and the estimated date for MA , the OPE / OPA determines the number of Pre-Production engines that will be required in order to minimize impact on documentation . If there is any uncertainty in the engine serial number range , a larger than needed range should be selected . Once the Manufacturing Approval Engine serial number is confirmed , these documents need only be revised once to pull in . The OPE / OPA is involved in coordinating downgrade activities to ensure shipment of Pre-Production engines per committed date . Industrialization - Table 2 : Pre-Production Engines Documentation Requirements Downgrade due to Manufacturing Approval Downgrade due to unsubstantiated not granted hardware Pre-production engines with unsubstantiated Applicability Pre-production engines in ALL cases hardware All engines as defined in the Downgrade CO , Engine Effectivity All engines with unsubstantiated hardware as determined by the OPE/OPA CR Single CR required for all downgrade / upgrade COs Single CO required ; supplement if engine range CO required for each design intent ( could be Downgrade CO changes multiple ) CO required for each design intent ( could be Single CO required ; issued when engine range Upgrade CO multiple ) ; issued when production hardware is confirmed and MA received available AQP Single AQP referencing both downgrade and upgrade COs QRA-A Not required Required from Engine Centre Quality RT Not required Special testing may be required by Engineering Unique TATP required , referencing issued Unique TATP required , referencing issued TATP downgrade CO , AQP and QRA-A . Issued RT downgrade CO and AQP also referenced if applicable . Required ideally for",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
"MA received available AQP Single AQP referencing both downgrade and upgrade COs QRA-A Not required Required from Engine Centre Quality RT Not required Special testing may be required by Engineering Unique TATP required , referencing issued Unique TATP required , referencing issued TATP downgrade CO , AQP and QRA-A . Issued RT downgrade CO and AQP also referenced if applicable . Required ideally for each CO , but can be Required for production standard dataplate for OEUP combined if engine effectivity is the same ; for engines to be upgraded at the OEM engines to be upgraded at the OEM Required for installation of production dataplate Required to remove unsubstantiated hardware Build Instructions for engines to be upgraded at the OEM from engines to be upgraded at the OEM 15.2 Provisioning of Upgrade Hardware In parallel with the downgrade activities , OPM is responsible for managing hardware to support upgrades of Pre-Production engines to production standard . Depending on the scope of work , these upgrades can be performed either at the OEM or as Return engines at P & WC Engine Centre . Industrialization - At a minimum , engine dataplates , rivets and manpower to change the Pre-Production engine dataplates to production are required . Where unsubstantiated hardware is installed , replacement production hardware is required along with manpower for the installation Note : Please refer to OPMP 6.10 Management of Delivered Engines for more details . 15.3 Program Upgrade Once MA is granted , the Program Upgrade CO can be issued . Pre-Production engines can now be upgraded to Production status either at the OEM or as Return engines at P & WC Engine Centre . The OPE / OPA is responsible to coordinate the upgrade activities . Unsubstantiated hardware is replaced with Production standard hardware as per the OEUP / Return engine processes OPMP 6.10 . Note : OPM best practice is to only send unique production hardware to the OEM after MA is obtained . If required and agreed upon by the PMT , the hardware upgrade on Pre-Production engines can be initiated prior obtaining MA by issuing Production parts with Form Ones that explain the Prototype status ( refer to QMSP 10-02 ) . When the engine configuration has met the minimum production standard , the engine can receive a new Production engine data plate , logbook and Form One . In order to be upgraded to Production Status , the engines only need to be upgraded to the Production Standard established at MA . Any product improvements that came after MA are not required in order to upgrade the engine . However they can be done at any time and may be required before the engines can enter service as per Section 14.4 . Any upgrades beyond what is required to bring the engines to Production and EIS standards should be reviewed with the PMT and coordinated by the OPE / OPA . Note : For cases where FAA & Emissions approvals are outstanding , the production data plate will still indicate that FAA and",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
"be required before the engines can enter service as per Section 14.4 . Any upgrades beyond what is required to bring the engines to Production and EIS standards should be reviewed with the PMT and coordinated by the OPE / OPA . Note : For cases where FAA & Emissions approvals are outstanding , the production data plate will still indicate that FAA and Emissions are `` pending '' and not `` approved '' . The OPE / OPA determines if the engine upgrades can proceed or wait until FAA & Emissions are `` approved '' . If upgrades proceed , then the data plates will need to be upgraded again prior EIS to show that FAA & Emissions are approved . 16.0 OEM Management OPM is responsible during Program Industrialization for OEM readiness activities , and in particular for :  Establishing consignment inventory of replacement material  Ensuring tooling availability required to perform scheduled and unscheduled maintenance The timing of these activities is specified in the Program Operations Level 2 Plan . Readiness status of these activities is captured in the Program Production Readiness Dashboard , under the OEM criteria . Industrialization - Replacement material and line maintenance tools shall be in place at the OEM as soon as the first production engine is shipped . Note : Please refer to OPMWI 3.10.4 Establish Program Operations Level 1 and 2 Plan for more details . 16.1 OEM Consignment Inventory Consignment inventory is PWC-owned engine hardware placed at the OEM ’ s chosen facility under the responsibility of the FSR and is intended for use on production engines only in case of unplanned failure or damage . The objective of consignment is to have readily available at the OEM , parts which , based on past experience , have demonstrated in early stages of programs , quality or technical issues which may require their immediate replacement . The IPT will together agree on what hardware , and related consumables , is necessary to maintain at the OEM for production start . The activities related to establishing OEM consignment inventory should be initiated when Passport 3 is granted and driven by the longest lead time item to be ordered . Note : Please refer to OPMWI 3.11.7 Manage OEM Consignment Inventory for more details . 16.2 OEM Tooling Tooling is also required to be placed at the OEM 's facility for possible engine maintenance and repair . Note : Please refer to OPMWI 3.11.3 Manage Capital Equipment for more details . 16.3 OEM Synchronization In preparation for production , coordinate with the FSR to receive an OEM production aircraft assembly WIP report on a regular basis ; frequency to be established based on volume . This report is useful to understand where the delivered engines are with regard to the OEM schedule . Industrialization - Appendix A : Guidelines for recovery actions due to Production BS delays Legend : BS release late ( 1 ) Expedite fees , priorities , order SLA , order details etc . to Ops L2 Plan (",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
"to be established based on volume . This report is useful to understand where the delivered engines are with regard to the OEM schedule . Industrialization - Appendix A : Guidelines for recovery actions due to Production BS delays Legend : BS release late ( 1 ) Expedite fees , priorities , order SLA , order details etc . to Ops L2 Plan ( 2 ) Refer to OPMP 4.11 ( 3 ) Refer to OPMP 5.10 ( 4 ) Refer to OPMP 3.11 Yes Any parts inside Adjust Ops L2 No LT Plan Yes Part LT can be Execute Recovery Yes reduced Actions ( 1 ) No No Any common Any unique Release available No parts inside LT parts inside LT BS with RFN ( 3 ) No Yes Yes Create Production Kits ( 2 ) Advanced Released Manageable Order Risk Yes Yes Drawing quantity of Hardware ( 2 ) available parts No CO Mandatory Product “ Must all ” No Improvement CO Yes Delay Mfg Yes Update Production Approval Engine Master Schedule No Execute Pre- Pre-Production Yes Production Engine Engines Plan ( 4 )",OPMP_3_11_Industrialization_P2_to_EIS_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/3_11_Industrialization_P2_EIS/OPMP_3_11_Industrialization_P2_to_EIS_WEB.pdf,OPMP,3.11,Initial,Passport 2 up to Entry into service,
"3.0 Scope and Purpose to ensure that the product meets or exceeds P & WC and customer needs and expectations . The scope of this procedure is to define the roles and responsibilities of OPM in the management of legacy programs within the Operations organization after Passport 4 approval and until program termination . 5.0 Definitions Build Specification : A product definition document which provides the specific build configuration requirements and identification for an End Item , ( consistent with engine model designation ) for a particular customer . Legacy Program : A program that is post Aircraft Entry into Service , or program for which start-up budget is closed or funded by inventory managed budget . Manufacturing Approval : Engine Centre ’ s first article inspection using a production engine to verify that all production processes , documentation , tooling and personnel are capable of producing engines that meet production requirements as per Transport Canada ( TC ) , European Aviations Safety Agency ( EASA ) and Urząd Lotnictwa Cywilnego ( ULC ) - Civil Aviation Authority of the Republic of Poland . Marketing Proposal Inquiry : Process raised to respond to customer requests for a new or derivative engine model or series . The MPI can be used in two instances : for a Request for Information , in an exploratory mode prior to Passport 0 and in a Request for Proposal ( RFP ) with more defined requirements , prior to Passport 1 . Demand Change Request ( DCR ) : A request from P & WC Contract Administrator to Master Scheduling to evaluate schedule change proposal within period of 12 months . Converted to Engine Schedule Request ( ESR ) if Supply Chain input is required . Engine Schedule Request ( ESR ) : Master Scheduling request to Supply Chain and Engine Centre if schedule change can be supported from hardware availability and Engine Centre 's capacity point of view . ESR shall be responded within 2 weeks from release date . Special Schedule Engine Query ( SSEQ ) : Treated as an ESR in case that less than four engines have been built in the past two years . SSEQ shall be responded within four weeks from release date . Ship Short CO : Allows shipment of an engine with missing hardware ( incomplete BOM ) to ensure engines flow at OEM . This is approved by Marketing and Finance ( P & WC 11365 ) . When hardware becomes available it is shipped at final destination as per Marketing 's request . ( Ref . OPMP 5.10 ) Rescind CO : Always accompanies a Ship Short CO to reintroduce the parts on the BOM of the specific short engine as soon as they become available . ( Ref OPMP 5.10 ) OEUP : An Original Engine Upgrade Plan is used to upgrade parts following a Change Order incorporation that is required to be introduced on engines already delivered at the OEM which have not received their Certificate of Airworthiness . Escape : Raw material , parts",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
"the BOM of the specific short engine as soon as they become available . ( Ref OPMP 5.10 ) OEUP : An Original Engine Upgrade Plan is used to upgrade parts following a Change Order incorporation that is required to be introduced on engines already delivered at the OEM which have not received their Certificate of Airworthiness . Escape : Raw material , parts , assemblies , engines and Integrated Power Plant System ( IPPS ) which do not meet specified requirements , which were or may have been released for further processing for incorporation into a higher assembly , a new or maintenance engine or for spare orders . ( Ref . QMSP 08-03 ) Production Engine : An engine that has received an Authorized Release Certificate confirming that subject engine conforms to approved design data and is in a condition for safe operation . Engine can therefore be used for service . ( Ref . QMSP 08-03 ) 7.0 Introduction to meet and exceed customer needs and expectations through product performance excellence . OPM 's raison d'être ( purpose ) is to ensure that Operations groups activities , projects and even resources are aligned with Customer , Market Segment and Programs strategies and needs . OPM function as shown in Figure 1 : OPM “ raison d'être ” is the channel between Program Management Team stakeholders and Operations groups . OPM ’ s role is also being the Voice of Operations to the Program Management Team stakeholders at IPT / PMT / PMMT levels and even customers and OEM when required . Therefore , it is OPM ’ s mandate to ensure resolution of operations issues in a timely manner by collaborating with other key departments such as Supply Management , Engineering , Marketing , Aftermarket Customer Programs , Quality , etc. , as per Integrated Product Management Process . ( Ref . MMP 219 ) . From this Raison d'être , the OPE / OPA is responsible to understand program or customer issues , to establish the action path to resolution with the relevant Operations groups . Figure 1 : OPM `` Raison d ’ Être '' 7.1 Program Health Monitoring Program Health Monitoring provides a comprehensive assessment of a program 's overall health/performance by evaluating KPIs collected from various stakeholders , enabling OPM to use them for presentations requested by business leadership . The KPIs are categorized into three main areas : Delivery , Quality , and Cost . They are measured throughout different stages of a program . These KPIs are reviewed periodically , with issues escalated and tracked through relevant forums within the program management process and structure ( IPTs , PMTs , PMMTs , etc . ) The OPE / OPA should understand these KPIs and customer needs to properly assess the impact and work with the accountable organizations to ensure risk management and recovery plans are in place , as well as launching and leading initiative IPTs where appropriate . 7.2 Recurring Tasks Refer to Recurring Tasks and Reports Work Instructions ( OPMWI 3.12.4",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
", PMMTs , etc . ) The OPE / OPA should understand these KPIs and customer needs to properly assess the impact and work with the accountable organizations to ensure risk management and recovery plans are in place , as well as launching and leading initiative IPTs where appropriate . 7.2 Recurring Tasks Refer to Recurring Tasks and Reports Work Instructions ( OPMWI 3.12.4 ) for the list of reports and tools available and the associated OPE / OPA 's tasks and expectations . 7.3 Legacy Program Annual Budget OPE / OPA is responsible to estimate following year legacy programs operations budget , based on the top Design Jobs funded by the PMT . Results are communicated to the OPM Budget Coordinator typically every second quarter of the year . ( Ref . OPMP 2.10 / OPMWI 2.10.1 ) 7.4 Escape Management The Escape Management process is initiated and led by Quality Managers or Project Engineers or respective delegates . It starts with a pre-escape meeting with the mandate to determine the risks and magnitude of the escape , to establish an appropriate plan of action for containment measures , to define root cause ( s ) , correctives action ( s ) and to determine proper documentation to promptly address the problem . ( Ref . QMSP 08-03-04 ) The need for a RFN is determined during the escape management process : • The Quality Red Flag Notice ( RFN ) is a mean to contain and maintain traceability of non-conforming product that has escaped the producer ’ s quality system . The decision for issuing a RFN is determined by the Escape Management Process . ( Ref . QMSP 08-03-04 ) • If the non-conformity leads to an Engineering escape , Engineering will lead the RFN meeting ( Ref . EOP 22 ) . As a result , Engineering RFN drives to new design release and CO production incorporation . OPE / OPA 's roles and responsibilities are defined in OPMP 5.10 CO Incorporation Management procedure . During the Escape Management meeting ( EMM ) , OPE / OPA represents Operations and OEM and helps in part containment by providing the necessary information to EMM leader which is captured in EMM Minutes ( Ref . PWC Form 10254 ) . In addition , OPE / OPA engagement at the OEM supports engines upgrade program and end items upgrade or replacement . This process is applicable prior to the aircraft receiving the Certificate of Airworthiness . Additional OPE / OPA responsibilities include : • Non-conforming product replacement at the OEM in collaboration with P & WC Field Service Representative ( FSR ) ; • Leads engine upgrade program at the OEM when CO allows hardware replacement at the OEM , or subcontracts OEM product upgrade to Mobile Repair Team ( MRT ) ( Ref . OPMP 6.10 ) ; • Coordinate return engine upgrade program with Engine Centre if required . 7.5 OEM Management Support of delivered engines and end items at the Original Equipment Manufacturer ( OEM ) final assembly",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
"program at the OEM when CO allows hardware replacement at the OEM , or subcontracts OEM product upgrade to Mobile Repair Team ( MRT ) ( Ref . OPMP 6.10 ) ; • Coordinate return engine upgrade program with Engine Centre if required . 7.5 OEM Management Support of delivered engines and end items at the Original Equipment Manufacturer ( OEM ) final assembly line is managed by OPM until the aircraft ownership transfer to end-user and Certificate of Airworthiness issuance . The contract with the customer , the location and on-site support will influence the support provided by OPM . OPM is involved in coordinating logistic tasks including material and manpower required to support the OEM . 7.6 Return engines The management by OPM for return engines will be determined by the program and may depend on the type of activity driving the return ( planned or unplanned returns ) . Once a requirement is established , the OPE / OPA will coordinate the plan with Marketing and the Engine Centre . For return engines requiring an OEUP , OPM will support the review of the material planning . ( Ref . OPMP 6.10 ; OPMWI 6.10.1 & 6.10.2 ) 7.7 Consignment Hardware and Material Replacement The objective of consignment is to have hardware available on-site at the OEM for immediate use by OEM Final Assembly Line ( FAL ) . Quality issues , technical issues or experience from other programs are used to determine the requirements . In the case that a part is being recalled to be used otherwise , it has to be replaced at first opportunity by the FSR of the OEM advised . For OPE / OPA roles and responsibilities associated with consignment stock and material replacement management are defined in OPMP 4.12 - OEM Hardware Management procedure . 7.8 OEM Engine Upgrade Plan ( OEUP ) Engineering or Marketing advises OPM of an OEUP requirement . Once advised , the OPE / OPA chairs the Logistics Plan Meeting to formalize the scope of work , timeline and plan for the OEUP ( Ref . OPMP 6.10 and OPMWI 6.10.3 ) . This activity should be done in collaboration with the OEM FSR . The OPE / OPA is also responsible to provide an update in the OEUP Upcoming Retrofit report upon reception of email by Cyient . 7.9 Engine Downgrades In some instances a production engine may need to be downgraded from production to experimental status in the situations listed below : • Customer request for flight or ground testing with some engine components including software not already approved per the Bill of Material , or for testing intended to be operated outside the normal operating limits ; • Engineering request for the downgrade of production engines to be converted to a new derivative configuration , or installation of non-production components for testing at the customer ( i.e . Customer Engine ) ; • Operations request due to a critical part shortage , the customer may request flightworthy production engine that includes flightworthy non-production standard",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
"operated outside the normal operating limits ; • Engineering request for the downgrade of production engines to be converted to a new derivative configuration , or installation of non-production components for testing at the customer ( i.e . Customer Engine ) ; • Operations request due to a critical part shortage , the customer may request flightworthy production engine that includes flightworthy non-production standard part ( s ) . In all cases listed above , an Airworthiness Quality Plan ( AQP ) is issued to control uncertified engines , to ensure that they will remain certifiable as production engines ( Ref . QMSP 10-08 ) . Depending on the situation above , OPE / OPA ’ s mandate is to lead or participate in the IPT during downgrade and upgrade processes ( Ref . OPMWI 3.12.3 ) . 7.10 Change Order Activities OPM 's objective is to strive for on-time production incorporation delivery of the Change Order ( CO ) to meet Program commitments . OPE / OPA 's responsibility is to coordinate all activities required for implementation of a new CO including Operations business units , suppliers , internal manufacturing and Engine Centre readiness . OPE / OPA needs to ensure that the key stakeholders are aligned with the CO release and incorporation strategy ( Ref . OPMP 5.10 and OPMWI 5.10.1 ) with OPM being responsible for participating in IPTs , raising Change Requests ( CR ) to accommodate Operations ' day- to-day needs and CO approval . OPE / OPA is reporting the progress of the CO release and incorporation plan to PMT / PMMT . However , OPE / OPA has a responsibility to report any deviation to Engineering-directed or customer committed CO production incorporation plan . Issue must be presented and reviewed by the PMT and subsequently presented to PMMT in case of commitment change . In addition , review platforms such as the Strategic and Operational PCORs can be used to emphasize PMMT objectives . They can also serve as a flow down platform to the Operations team with the purpose of highlighting support needed and the importance of the task . 7.11 Resourcing and Cost Reduction Projects OPM role is to be informed about resourcing projects , understand impact on engine program , and help and guide if necessary . OPM is not part of the approval process of resourcing projects . Under the governance of MMP300 , Global Work Transition ( GWT ) team is the resourcing process owner . OPE / OPA engagement starts at the Pre-Gate A where OPM resourcing lead is invited by the GWT IPT leader to attend start-up IPT . As a result , OPM is informed about the project , affected hardware and schedule . Based on that , OPM resourcing lead communicates resourcing activity to affected Engine Program OPM team . OPE / OPA 's mandate is to ensure that Engine Program PMT 's and GWT IPT 's production incorporation targets are aligned and that there is no interference between two groups ’ production incorporation plans .",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
"is informed about the project , affected hardware and schedule . Based on that , OPM resourcing lead communicates resourcing activity to affected Engine Program OPM team . OPE / OPA 's mandate is to ensure that Engine Program PMT 's and GWT IPT 's production incorporation targets are aligned and that there is no interference between two groups ’ production incorporation plans . In case that interference exists , it would be OPE / OPA 's responsibility to present findings to Engine Program PMT and to GWT IPT and request schedule adjustment . OPE / OPA liaison function between Engine Program PMT and GWT IPT shall seize upon resourcing project completion . In addition , resourcing activity and impact to engine program and FSC will be presented through Program Health Dashboard . 8.0 Program Logistics 8.1 Special Schedule Engine Query ( SSEQ ) Process As described in definition section , OPE / OPA is receiving SSEQ request from Accenture via email and request shall be answered before defined due date . OPM to provide YES / NO ( with proposed pushout dates ) answer and comments in the request based on the following input : • Manufacturing approval required and associated budget and capacity ; • Incorporated and pending release CO that could impact engine production ; • As a best practice , it is recommended to avoid last quarter of the year in order to minimize impact and risk on year-end deliveries . 8.2 Engine Schedule Request ( ESR ) Process Engine Schedule Request is a process managed by Master Scheduling and distributed by Accenture . OPE / OPA is responsible to review ESR and assess if schedule change affects Change Order ( CO ) production incorporation strategies and escalate to OPM / SI & OP Management if required . On occasions when ESR is rejected , OPE /OPA should evaluate possible strategies to support product sales . 8.3 New Build Specification Creation A need for new Build Specification ( BS ) is flown down to Program PMT via Marketing Proposal Inquiry ( MPI ) . The OPM Manager and / or OPE / OPA attends the Marketing kick-off meeting for MPI proposal to obtain new program specifications , including any contractual obligations and delivery schedule . For detailed OPE / OPA responsibilities refer to procedures OPMP 3.10 Industrialization - Pre-Passport 0 up to Passport 2 and OPMP 3.11 Industrialization - Passport 2 up to Entry into service . In some rare occasions , a new BS should be requested by OEM or by P & WC Marketing under the condition that new BS Manufacturing Bill of Material ( mBOM ) is the same as current production one , and the only difference is delay of production incorporations between two BS by period specified by OEM . In that case OPE / OPA shall request new BS release to production ( Ref . OPMP 3.11 ) . Upon CO release , OPE / OPA requests new BS to be loaded in SAP and requests from Marketing and Master Scheduling to",OPMP_3_12_Legacy_Progm_Mgmt_WEB.txt,https://collaboration.pwc.ca/team/D1248OPM/Documents/00IntranetDocsAllUsers/03_Industrialization/OPMP_3_12_Legacy_Progm_Mgmt_WEB.pdf,OPMP,3.12,1.0,Legacy Program Management,
